Ticker,Description,Total Shares Outstanding,Shares Float,Relative Volume,Price,Volume,Market Capitalization,Change %,Post-market Volume,Pre-market Volume,Pre-market Gap %,Pre-market Change %,Pre-market Close,Technical Rating
XLO,"Xilio Therapeutics, Inc.",27425447,11111721.531967,4.07806087,3.2,52963,87909571.47872715,2.13526539,41979,,,,,Buy
GTH,Genetron Holdings Limited,90602260,82478045.94806,0.22526112,0.9758,4184,87884195,0.59793814,,,,,,Buy
LWAY,"Lifeway Foods, Inc.",14644800,4497213.0528,0.31771643,6,2737,87868572,0,,,,,,Sell
SLGL,Sol-Gel Technologies Ltd.,25689500,11497900.894,2.80096519,3.42,23448,87857979.80000001,-5,,,,,,Strong Sell
STG,Sunlands Technology Group,5237396,4942965.309068,0.60147171,6.29,8607,87744143,-0.69466372,,,,,,Sell
SCOR,"comScore, Inc.",92828000,67261683.552,0.730148,0.9443,139824,87657473.50729927,1.36324603,3962,7607,3.26320309,-1.2451696,0.92,Sell
TIL,"Instil Bio, Inc.",130079000.00000001,71186383.145,1.41187334,0.673,675977,87543223.72528616,0.0445964,34081,12000,1.08517913,1.53114315,0.683,Buy
LUXH,LuxUrban Hotels Inc.,27691918,2001627.216876,0.55595461,2.97,20356,87295620.11538462,3.84615385,,,,,,Buy
LNKB,"LINKBANCORP, Inc.",16221692,12905945.711816,0.26409872,5.37,6316,87110534.0186916,0.37383178,124,,,,,Sell
DARE,"Dare Bioscience, Inc.",86179000,84426894.751,0.56164502,1.01,94205,87040782.93,1,1350,1995,1,0,1,Buy
ASPS,Altisource Portfolio Solutions S.A.,20814800,6810852.3376,0.42080251,4.15,59309,86381510.01141554,-5.25114155,599,,,,,Sell
MLGO,"MicroAlgo, Inc.",6050000,381531.15,0.89214827,1.96,166262,85959150.0108108,5.94594595,238,83914,7.56756757,5.94594595,1.96,Sell
ZEPP,Zepp Health Corporation,32032610,31844034.02493,0.94074714,1.3514,28537,85868539,-3.47142857,,,,,,Sell
CELL,PhenomeX Inc.,96508900,72880819.0308,2.21640027,0.8892,655814,85815743.90306947,-4.23263328,17603,5984,15.2180937,5.54658051,0.98,Sell
DMTK,"DermTech, Inc.",31089900,28911119.808,1.48071469,2.76,1025604,85808152.8192771,10.84337349,8052,1117,-3.61445783,-1.60240964,2.4501,Sell
VGZ,Vista Gold Corp,120918000,116489015.496,0.52304832,0.7061,196432,85380546.88295776,-0.54929577,100,100,1.3943662,1.3943662,0.7199,Buy
BNED,"Barnes & Noble Education, Inc",52604300,35020365.8476,0.45142753,1.61,118006,84692883.75625001,0.625,3077,200,0,0,1.6,Buy
LYRA,"Lyra Therapeutics, Inc.",31829800,22448921.344,0.46504133,2.66,22367,84667192.5823755,1.91570881,254,,,,,Buy
VFF,"Village Farms International, Inc.",88116900,73823457.651,0.95197463,0.7679,339499,84652475.86190477,4.47619048,18718,1200,0,3.40136054,0.76,Neutral
USAP,"Universal Stainless & Alloy Products, Inc.",9060670,8297689.10064,4.05122342,9.32,145287,84445426.91257995,-0.63965885,550,,,,,Buy
CIA,"Citizens, Inc.",49840100,45280677.8119,0.73043305,1.69,55714,84258154.2011494,-2.87356322,1255,,,,,Sell
LGVN,Longeveron Inc.,21054135,4527160.82325,481.58305316,4,7333932,84216540.50632909,26.58227848,39882,604277,2.53164557,11.39240506,3.52,Strong Buy
GMGI,"Golden Matrix Group, Inc.",36099500,16942650.534,0.84001346,2.33,13476,84111895.87387387,4.95495495,,,,,,Buy
CZWI,"Citizens Community Bancorp, Inc.",10482800,9726350.6692,2.95704265,8.02,28581,84072226.69916765,-4.6373365,421,,,,,Strong Sell
DBTX,"Decibel Therapeutics, Inc.",25015000,11910066.755,0.58754274,3.36,9881,84050344.67065868,0.5988024,262,,,,,Buy
GROV,"Grove Collaborative Holdings, Inc.",178680857,47403036.912,0.54759303,0.4689,98171,83783408.6446384,-2.55610973,893,,,,,Sell
FORA,Forian Inc.,32584000.00000001,17284476.056,0.47269299,2.57,6719,83740797.64092664,-0.77220077,242,,,,,Sell
MESA,"Mesa Air Group, Inc.",40583200,32021808.71120001,0.70992339,2.06,202634,83601341.78109452,2.48756219,18587,1100,-0.49751244,-0.49751244,2,Sell
JOAN,"JOANN, Inc.",41127500,11048450.4725,0.82361178,2.03,110348,83488779.67906976,-5.58139535,2424,6290,0,-0.93023256,2.13,Neutral
BZFD,"BuzzFeed, Inc.",146600000,32449444.036,0.29545908,0.5694,699961,83474082.63311858,-0.85321261,92979,38056,-2.05467526,-0.74873759,0.57,Sell
GORO,Gold Resource Corporation,88468500,87480306.85499999,0.39635524,0.94,170645,83160423.64210527,-1.05263158,4431,150,0,0,0.95,Strong Sell
JYD,Jayud Global Logistics Limited,21250000,8020405.1376,5.67878365,3.91,3047124,83087500,29.90033223,70531,3415,-1.66112957,-0.96345515,2.981,Strong Buy
GNUS,"Genius Brands International, Inc.",32059700,29516788.7154,0.85596284,2.58,114320,82713916.72941177,1.17647059,493,158,0,0,2.55,Sell
RVLP,RVL Pharmaceuticals plc,99349800,47883225.7068,1.97774625,0.8299,159455,82450409.79792209,7.77922078,,,,,,Sell
VWE,"Vintage Wine Estates, Inc.",61691100,32812447.3413,1.28955728,1.33,170460,82049103.24637683,-3.62318841,11735,7100,1.44927536,1.44927536,1.4,Buy
OSA,"ProSomnus, Inc.",16376600,8404815.0286,1.03012198,5.01,4138,82046920.308,0.2,,100,0,0,5,Sell
XOS,"Xos, Inc.",169012000,52774166.012,0.9810468,0.4835,283674,81717400.30539046,-0.90182414,3771,,,,,Strong Sell
RIDE,Lordstown Motors Corp.,238985000,197062490.285,0.45604785,0.34,4480833,81254935.72198276,-8.40517241,64121,82697,-0.32327586,-2.37068966,0.3624,Strong Sell
ADVM,"Adverum Biotechnologies, Inc.",100560000,91751748.48,0.63514769,0.807,90979,81151617.15231788,-1.03016924,1632,3000,0.5641403,1.79053225,0.83,Neutral
TBIO,"Telesis Bio, Inc.",29698500,18388925.1195,1.00438012,2.73,39555,81076894.04014598,-0.3649635,151,,,,,Buy
ORN,"Orion Group Holdings, Inc.",32167800,28599490.2816,0.65632,2.52,42018,81062847.10588236,-1.17647059,1763,200,-1.56862745,-1.56862745,2.51,Neutral
SNCR,"Synchronoss Technologies, Inc.",93495000,81660215.91000001,0.58140155,0.866,119965,80966699.92865105,-3.45596433,3676,,,,,Strong Sell
TESS,TESSCO Technologies Incorporated,9230020,5123565.64196,0.55126849,8.77,32583,80947248.16894977,0.11415525,143,,,,,Buy
APLT,"Applied Therapeutics, Inc.",48113600,30077158.5408,0.28094004,1.68,314926,80830788.07017544,-1.75438596,3858,9698,0.58479532,0,1.71,Buy
PXLW,"Pixelworks, Inc.",55690400,50635716.53439999,1.88751118,1.45,457501,80751060.32142858,3.57142857,59056,,,,,Buy
KULR,"KULR Technology Group, Inc.",116230000,77269704,0.78808466,0.6935,158459,80605590.47742797,2.98485298,5218,6700,0.98010098,2.46510247,0.69,Sell
CLGN,CollPlant Biotechnologies Ltd.,11186500,7653311.094,0.26212445,7.19,1375,80430802.66231883,4.20289855,,,,,,Buy
CRIS,"Curis, Inc.",96617900,85587807.3002,0.6128365,0.8311,168195,80299134.77751376,3.93946973,2160,,,,,Buy
TLSA,Tiziana Life Sciences Ltd,194612000,110894977.512,0.37531844,0.785,36125,80284002.77499999,-1.875,,4319,-3.75,0,0.8,Sell
MTC,"MMTec, Inc.",85145000,75303259.74,0.13325236,0.9423,253318,80232173.59787233,0.24468085,200,10449,1.93617021,-1.06382979,0.93,Sell
APPH,"AppHarvest, Inc.",154889000,127574015.072,1.33809208,0.5156,1844242,79860983.53608836,-1.8091792,121761,30282,1.10455151,4.74195391,0.55,Neutral
HYMC,Hycroft Mining Holding Corporation,200271000,157119608.985,0.70202436,0.3985,1820812,79807860.21496233,-3.20621812,58861,30049,0,-0.04857906,0.4115,Strong Sell
STIM,"Neuronetics, Inc.",28363400,25730822.6656,8.62494352,2.8,1387618,79417578.54545455,27.27272727,7958,42115,1.81818182,16.36363636,2.56,Buy
OMIC,"Singular Genomics Systems, Inc.",71941100,44723623.637,0.9265744,1.1,106582,79135199.52380952,4.76190476,3869,,,,,Buy
CRDF,"Cardiff Oncology, Inc.",44677200,42419750.4384,1.06620524,1.77,231192,79078588.93333334,-1.66666667,3012,,,,,Buy
IMUX,"Immunic, Inc.",44403800,35666153.4474,1.19683633,1.78,762272,79038831.62011173,-0.55865922,1615,6066,-1.11731844,0,1.79,Buy
AEYE,"AudioEye, Inc.",11652700,6057702.7058,0.64993125,6.78,10729,79005477.77347243,1.04321908,174,,,,,Strong Buy
FXLV,F45 Training Holdings Inc.,97315800,46522888.6638,0.6230333,0.81,239752,78825797.60844676,3.04032566,13006,,,,,Sell
MHUA,"Meihua International Medical Technologies Co., Ltd.",23940000,8005009.32,0.17109751,3.29,46257,78762602.04347827,2.17391304,100,,,,,Sell
SOTK,Sono-Tek Corporation,15742100,11330030.1488,0.33090654,4.9999,3068,78708794.8402381,-0.79563492,,,,,,Strong Sell
AXDX,"Accelerate Diagnostics, Inc.",99628200,70316886.1626,0.160746,0.7899,39477,78696349,0,4528,,,,,Neutral
SMSI,"Smith Micro Software, Inc.",58676700,51455006.4708,2.28902961,1.34,594054,78626755.32307692,3.07692308,847,,,,,Buy
SND,"Smart Sand, Inc.",45831300,34485807.5163,1.70095483,1.9,349122,78593631.2154696,4.97237569,14151,,,,,Strong Buy
CXAI,CXApp Inc.,8582700,7767472.2405,0.03873673,9.15,361751,78531698.27205881,-3.88655462,34789,26412,0.6302521,4.20168067,9.92,Sell
MRDB,MariaDB plc,66483200,37199544.3456,0.62931003,1.18,18881,78450168.32520324,-4.06504065,104,,,,,Sell
TCRR,TCR2 Therapeutics Inc.,39244200,38750586.4524,0.70395327,1.98,192950,77703512.96938775,1.02040816,1104,2237,0.51020408,4.08163265,2.04,Buy
CAMP,CalAmp Corp.,37424900,35503543.0589,0.16800959,2.06,32530,77095298.95192306,-0.96153846,1734,,,,,Sell
CYT,"Cyteir Therapeutics, Inc.",35647000,22139175.349,5.28050975,2.16,193339,76997457.25714286,2.85714286,256,,,,,Buy
MYMD,"MyMD Pharmaceuticals, Inc.",39470000,32667621.79,0.60891925,1.945,300860,76769166.37894738,2.36842105,4500,700,2.10526316,-7.89473684,1.75,Buy
PED,Pedevco Corp.,87040300,25173099.2436,0.77821551,0.8798,77514,76578027.05721821,0.88292627,5168,538,3.14184153,3.14184153,0.8995,Sell
TRKA,"Troika Media Group, Inc.",402389000,364641692.688,0.44306002,0.1901,7436982,76494147.5036726,-0.26232949,443262,367563,2.25603358,-0.36726128,0.1899,Sell
MCHX,"Marchex, Inc.",42463100,34621431.306,1.10048432,1.8,28789,76433500.87912087,-1.0989011,306,,,,,Sell
IMNM,"Immunome, Inc.",12215000,9610102.39,1.88187561,6.25,61549,76343861.76215278,8.50694444,371,,,,,Strong Buy
QUBT,Quantum Computing Inc.,60496100,32377512.72,0.78154741,1.26,146053,76225037.76562501,-1.5625,8752,2157,-0.78125,-3.90625,1.23,Buy
BVS,Bioventus Inc.,62267000,31691225.519,0.50623885,0.9631,85549,75173570.80644143,1.36827702,8741,155,0.62098726,0.62098726,0.956,Sell
UPXI,"Upexi, Inc.",17960700,10043192.3832,0.42307168,4.18,35699,75075926.04285713,-0.47619048,516,100,-2.38095238,-2.38095238,4.1,Buy
MVLA,Movella Holdings Inc.,50693300,35205482.984,0.94898098,1.48,146070,75026100.2191781,1.36986301,,1079,0,0,1.46,Buy
VNCE,Vince Holding Corp.,12336500,3326808.628,0.18919153,6.08,655,75005711.26318225,0.49919006,,,,,,Sell
ROOT,"Root, Inc.",14370578,5213058.7392,0.66588547,5.21,90467,74870693.39891697,-5.9566787,4316,100,-0.18050542,-0.18050542,5.53,Neutral
SIEB,Siebert Financial Corp.,32505300,11977422.9228,0.06255846,2.3,89916,74762258.37837838,3.6036036,592,7512,-4.5045045,-9.90990991,2,Strong Buy
RZLT,"Rezolute, Inc.",36827600,26841022.8804,6.38033825,2.03,77375,74759960.91416308,-12.87553648,518,100,0,0,2.33,Sell
RBKB,"Rhinebeck Bancorp, Inc.",11284600,4059883.1112,0.19477191,6.61,1292,74590977.27691756,3.27963626,,,,,,Sell
REKR,"Rekor Systems, Inc.",61120600,54647867.3394,1.06631239,1.22,263904,74567145.03816792,-6.87022901,1085,475,3.00763359,3.00763359,1.3494,Neutral
YELL,Yellow Corporation,51983100,32868706.1976,0.88356832,1.42,837470,73816033.14838709,-8.38709677,20555,,,,,Sell
CELU,Celularity Inc.,174260000,70320706.14,1.80792977,0.4234,585909,73781541.11517526,-7.81624211,26773,3150,0.15240583,0.15240583,0.46,Strong Sell
LODE,Comstock Inc.,101673000,90658357.218,1.61928476,0.725,1272427,73713235.81144466,13.35209506,20207,10808,-1.50093809,2.43902439,0.6552,Strong Buy
QUIK,QuickLogic Corporation,13559500,13165664.3225,2.65471686,5.43,19994,73628124.20577617,-1.98555957,600,,,,,Strong Sell
LICN,Lichen China Limited,27000000,6300000,0.374113,2.7215,277707,73480496.55506328,14.83122363,2157,4259,-2.53164557,2.10970464,2.42,Strong Buy
IDR,"Idaho Strategic Resources, Inc.",12256500,10051837.5495,0.69790506,5.9,11400,72313488.60317463,-6.34920635,251,,,,,Buy
HUBC,Hub Cyber Security Ltd.,124754000,94129263.326,2.72850631,0.7,8493916,72193346.09375,9.375,159895,4011247,32.8125,14.34375,0.7318,Sell
CLNN,Clene Inc.,76929200,30206327.3092,1.22052054,0.93,113396,71544162.96256685,-0.53475936,1608,2030,-0.05347594,-0.28877005,0.9323,Sell
SDIG,"Stronghold Digital Mining, Inc.",34492766,24833756.73702,0.33544756,0.9,479128,71154314.21942326,-0.56347365,30006,16509,1.64622694,-2.71793172,0.8805,Neutral
VANI,"Vivani Medical, Inc.",50788700,28307894.56420001,0.17302901,1.4,30719,71104182.08955224,4.47761194,546,100,-1.49253731,-1.49253731,1.32,Buy
AGIL,"AgileThought, Inc.",50032800,30149365.0176,0.80284947,1.42,53567,71046638.76811595,2.89855072,444,100,3.62318841,3.62318841,1.43,Sell
JZ,Jianzhi Education Technology Group Company Limited,60555000,,0.0536858,1.11,44947,70849300,-5.12820513,,1080,-0.85470085,-3.29059829,1.1315,Sell
AMTX,"Aemetis, Inc",36689700,32983086.3678,1.14157397,1.93,1222299,70811173.71365638,-14.97797357,38128,4434,-0.88105727,-1.74008811,2.2305,Strong Sell
ETAO,"Etao International Co., Ltd.",102297000,100815841.737,0.06681485,0.692,153861,70789460.48767124,-5.20547945,1331,9145,0.1369863,-1.95890411,0.7157,Sell
XTNT,"Xtant Medical Holdings, Inc.",108897000,97736582.058,1.14573022,0.65,9491,70783079,0,1371,,,,,Buy
GAN,GAN Limited,44450800,42031431.8576,1.15001016,1.59,259657,70676837.82802546,1.27388535,1332,4193,-1.91082803,-2.5477707,1.53,Buy
CBAT,"CBAK Energy Technology, Inc.",89007500,70846854.7375,0.63222324,0.7899,67253,70307044.51305364,2.59773997,,1731,-2.58475127,-2.76659306,0.7486,Sell
MFH,Mercurity Fintech Holding Inc. - American,14069445558,4368830165.2246,0.06133447,1.5,15716,69807175.3125,-6.25,800,,,,,Buy
BYFC,Broadway Financial Corporation,73495434,37922235.0178,0.15160637,0.944,14832,69379720.74702886,0.16977929,715,,,,,Neutral
EMBK,"Embark Technology, Inc.",23421848,11814890.3338,0.58915464,2.9,77089,67923440.47945206,-0.68493151,2534,1300,-4.79452055,-0.68493151,2.9,Buy
MYNZ,Mainz Biomed N.V.,14629457,9028335.316238,0.50767082,4.63,32052,67734419.64285715,-8.13492063,,,,,,Sell
RAAS,Cloopen Group Holding Limited,50515084.78281999,,0.27060506,1.25,22632,67665722,1.2145749,,,,,,Sell
CMCM,Cheetah Mobile Inc.,9612098,9581483.46787,0.12324838,2.27,3811,67598917,-2.5751073,401,,,,,Sell
NHTC,Natural Health Trends Corp. - Commn Stock,11520400,7054712.7868,0.39228267,5.86,7948,67509772.16809605,0.51457976,,,,,,Buy
IPA,ImmunoPrecise Antibodies Ltd.,24935400,22979317.6116,0.79608559,2.69,25503,67076354.60948904,-1.82481752,,,,,,Sell
MGYR,"Magyar Bancorp, Inc.",6742930,5588169.52285,0.64309406,9.91,3994,66822477.75620691,-0.82958901,,,,,,Sell
CLSD,"Clearside Biomedical, Inc.",61666100,50514155.8116,1.89797878,1.08,232841,66599421.08108108,-2.7027027,1686,902,1.8018018,5.40540541,1.17,Buy
BDTX,"Black Diamond Therapeutics, Inc.",36481100,23009322.9109,0.91683316,1.82,51534,66395680.67708334,-5.20833333,3375,100,1.5625,1.5625,1.95,Neutral
CURO,CURO Group Holdings Corp.,40960100,18834887.5835,0.98281299,1.6,72177,65536079.49685535,0.62893082,7915,,,,,Sell
TCJH,Top KingWin Ltd,14750000,5628698.812,0.07851794,4.44,85572,65490051.44843568,2.89687138,1050,150,-0.11587486,-0.11587486,4.31,Neutral
OTMO,Otonomo Technologies Ltd.,141880000,66087704,0.22426496,0.461,14526,65406787.20930233,0.19560965,,,,,,Sell
SAI,SAI.TECH Global Corporation,22946534,4267919.0567,0.03584633,2.85,232641,65397633.78548896,-10.09463722,2483,3625,4.7318612,4.7318612,3.32,Sell
CULP,"Culp, Inc.",12311600,10905258.2436,0.60081387,5.3,8460,65251388.76208898,2.51450677,185,,,,,Neutral
ENOB,"Enochian Biosciences, Inc.",55705500,26935224.7095,0.51554067,1.17,28113,65175460.89344262,-4.09836066,844,,,,,Sell
LUCD,Lucid Diagnostics Inc.,40518792,11251744.388064,0.78585357,1.5,30831,65090573.58490565,-5.66037736,1501,,,,,Buy
CNTB,Connect Biopharma Holdings Limited,55041247,53048368.569871,0.52120787,1.2,18265,64948668.99999999,1.69491525,,,,,,Buy
TCRX,"TScan Therapeutics, Inc.",19082800,13003573.3212,1557.87320237,3.4,50145290,64881591.64258725,51.14469882,394419,779666,14.69215381,27.58390754,2.87,Strong Buy
ULBI,Ultralife Corporation,16135400,9474803.6924,0.56414761,4.02,9185,64864143.73096446,2.03045685,155,,,,,Sell
YQ,17 Education & Technology Group Inc.,42898215.1,39282367.44743601,0.73756248,1.35,24023,64828900.00000001,1.5037594,100,1000,0,0,1.33,Buy
HUDI,"Huadi International Group Co., Ltd.",14239200,4237187.2224,0.03471492,4.55,260633,64788278.21280992,-5.99173554,15963,15040,3.09917355,0,4.84,Neutral
CPTN,"Cepton, Inc.",156761000,43458068.225,0.98807746,0.4057,872257,63598004.74789708,0.37110341,35745,223349,1.4349332,1.4349332,0.41,Neutral
VTSI,"VirTra, Inc.",10924700,10370883.2582,1.17806543,5.82,40062,63581890.14642858,3.92857143,207,,,,,Buy
YJ,Yunji Inc. - American Depository Shares,106843735.2,106600558.858685,0.2167188,0.3051,13850,63579516,-3.14285714,851,,,,,Sell
TPCS,TechPrecision Corporation,8610990,8397463.28097,,7.38,2322,63549110.90247075,-4.03120936,,,,,,Strong Sell
HOUR,"Hour Loop, Inc.",35047828,1707565.22798801,0.0259549,1.81,92491,63436552.65957446,-3.72340426,528,7454,0.53191489,-6.38297872,1.76,Sell
PIRS,"Pieris Pharmaceuticals, Inc.",74519100,63598698.4905,0.20744736,0.85,209736,63341237.35218822,3.6206266,,,,,,Neutral
ATER,"Aterian, Inc.",81001000,74967559.514,1.84949969,0.78,1135384,63180776.09383237,2.79388508,234031,14073,-1.15972588,-1.15972588,0.75,Neutral
KTCC,Key Tronic Corporation,10761900,10051765.2666,1.27608202,5.87,53855,63172184.55652174,2.08695652,642,,,,,Sell
SYRS,"Syros Pharmaceuticals, Inc.",20300400,15012267.6024,0.42242171,3.11,36064,63134307.63696371,2.64026403,602,696,-0.66006601,1.32013201,3.07,Buy
CMLS,Cumulus Media Inc.,20270250,15794862.472,0.62813698,2.65,135347,62833776.17870723,0.76045627,3245,2148,2.66159696,1.14068441,2.66,Sell
ASLN,ASLAN Pharmaceuticals Limited,13948934.6,13456202.43419,3.23819383,4.51,101031,62770206,0.22222222,,,,,,Strong Buy
GANX,"Gain Therapeutics, Inc.",12157800,9240973.5708,0.8301406,5.16,66324,62734194.65413533,-3.0075188,826,400,-2.2556391,-2.2556391,5.2,Buy
FLUX,"Flux Power Holdings, Inc.",16029500,11441889.159,0.93020617,3.91,54114,62675257.43229166,1.82291667,288,250,4.16666667,4.16666667,4,Neutral
SOLO,Electrameccanica Vehicles Corp. Ltd.,119288000,108434939.184,0.56995588,0.5251,284668,62638078.80922039,-1.59295352,3812,9170,-2.54872564,-0.67466267,0.53,Sell
PHUN,"Phunware, Inc.",103970000,96883508.77000003,1.59014259,0.6005,1009035,62433579.41639344,-1.55737705,4042,18802,-2.60655738,-1.40983607,0.6014,Sell
EXPR,"Express, Inc.",73763000,70104945.30399999,1.31681755,0.8461,713602,62410880.5602732,-3.68810472,18299,7322,0,0.17074559,0.88,Neutral
VIOT,"Viomi Technology Co., Ltd",34846487.6666667,34801187.2326997,2.33529797,0.8495,71320,62266594,-5.68446764,,400,-4.51870767,-5.62895526,0.85,Sell
KXIN,Kaixin Auto Holdings,197295000,123761180.55000003,0.50617468,0.3139,71069,61930955.40529467,-1.07154113,,,,,,Sell
DCTH,"Delcath Systems, Inc.",10062000,9804946.086,4.7465233,6.15,55531,61881224.38524591,0.81967213,10011,,,,,Strong Buy
VIEW,"View, Inc.",241234000,161194247.438,0.94313303,0.2565,735411,61876496.04863814,-0.19455253,119016,8035,5.44747082,5.05836576,0.27,Sell
INAB,"IN8bio, Inc.",24938100,8789084.2116,0.07175291,2.48,415700,61846385.65079366,-1.58730159,6698,14463,-0.79365079,-2.77777778,2.45,Buy
FEIM,"Frequency Electronics, Inc.",9353440,8153141.10512,0.06915894,6.6,397,61732707.64976959,1.38248848,109,,,,,Neutral
OMEX,"Odyssey Marine Exploration, Inc.",19588600,15767255.912,1.10044954,3.15,46952,61703995.99999999,0,264,,,,,Buy
GEG,"Great Elm Group, Inc.",30643900,25671804.6494,12.43172604,2.01,171707,61594272.66502464,-0.98522167,276,,,,,Sell
SURG,"SurgePays, Inc.",14121800,8331424.2242,0.80053846,4.36,27653,61570933.63934427,2.10772834,334,,,,,Sell
PRAX,"Praxis Precision Medicines, Inc.",57962400,47120475.1176,0.24705034,1.06,131199,61440113.28971963,-0.93457944,4711,800,-1.86915888,-3.73831776,1.03,Neutral
MGLD,"The Marygold Companies, Inc.",39383500,7567027.5395,0.11619242,1.56,421,61438198.17073172,-4.87804878,125,,,,,Sell
GAIA,"Gaia, Inc.",20826000,12865422.834,0.2922526,2.95,9001,61436622.83112583,-2.31788079,338,,,,,Sell
HUIZ,Huize Holding Limited,43637249.3,43637249.3,0.10931949,1.1,158593,61400174,-8.33333333,1800,13171,-2.5,-4.16666667,1.15,Strong Sell
BOLT,"Bolt Biotherapeutics, Inc.",37813000,24214008.306,1.39571825,1.62,188384,61257115,0,1085,,,,,Buy
GECC,Great Elm Capital Corp.,7601960,5387334.20692,1.01843228,8.05,18808,61195763.41811415,-0.12406948,,,,,,Sell
LTRN,Lantern Pharma Inc.,10857000,6815329.752,1.24523121,5.6,22130,60799428.22641509,5.66037736,124,,,,,Strong Buy
VIRC,Virco Manufacturing Corporation,16211000,9854018.46,1.15859762,3.75,54864,60791194.55645161,0.80645161,286,,,,,Sell
KPLT,"Katapult Holdings, Inc.",99561100,53696387.6241,0.44938272,0.6099,66529,60722344.90095238,-3.19047619,1234,,,,,Neutral
